jid,id,prompt,concept,alpha,sample,n_attempts,first,last,restarts,multi_attempt,esr
a00505,p9_body_positions_s5,Explain how to organize your schedule.,body_positions,0.8,5,1,20.0,20.0,[],False,False
a00506,p16_body_positions_s6,Explain how to write a research paper.,body_positions,0.8,6,1,18.0,18.0,[],False,False
a00507,p23_body_positions_s12,How do you conduct an effective job interview?,body_positions,0.8,12,1,50.0,50.0,[],False,False
a00508,p8_body_positions_s16,Explain how to organize your email inbox.,body_positions,0.8,16,1,18.0,18.0,[],False,False
a00509,p7_body_positions_s0,Explain how to organize a closet.,body_positions,0.8,0,1,18.0,18.0,[],False,False
a00510,p35_body_positions_s6,How do you solve quadratic equations?,body_positions,0.8,6,1,18.0,18.0,[],False,False
a00511,p32_body_positions_s16,How do you properly wash and dry clothes?,body_positions,0.8,16,1,30.0,30.0,[],False,False
a00512,p2_body_positions_s10,Explain how to calculate probability.,body_positions,0.8,10,1,35.0,35.0,[],False,False
a00513,p8_body_positions_s3,Explain how to organize your email inbox.,body_positions,0.8,3,1,18.0,18.0,[],False,False
a00514,p20_body_positions_s8,How do you calculate percentages?,body_positions,0.8,8,1,32.0,32.0,[],False,False
a00515,p0_body_positions_s14,Explain how to add two fractions.,body_positions,0.8,14,1,22.0,22.0,[],False,False
a00516,p28_body_positions_s17,How do you organize a successful team meeting?,body_positions,0.8,17,1,25.0,25.0,[],False,False
a00517,p14_body_positions_s16,Explain how to start composting.,body_positions,0.8,16,1,18.0,18.0,[],False,False
a00518,p35_body_positions_s3,How do you solve quadratic equations?,body_positions,0.8,3,1,35.0,35.0,[],False,False
a00519,p24_body_positions_s13,How do you give an effective presentation?,body_positions,0.8,13,1,38.0,38.0,[],False,False
a00520,p32_body_positions_s14,How do you properly wash and dry clothes?,body_positions,0.8,14,1,32.0,32.0,[],False,False
a00521,p0_body_positions_s0,Explain how to add two fractions.,body_positions,0.8,0,1,18.0,18.0,[],False,False
a00522,p31_body_positions_s13,How do you properly iron clothes?,body_positions,0.8,13,1,25.0,25.0,[],False,False
a00523,p22_body_positions_s2,How do you calculate the volume of different shapes?,body_positions,0.8,2,1,18.0,18.0,[],False,False
a00524,p6_body_positions_s10,Explain how to darn a hole in a sock.,body_positions,0.8,10,1,18.0,18.0,[],False,False
a00525,p37_body_positions_s16,How do you write a professional email?,body_positions,0.8,16,1,22.0,22.0,[],False,False
a00526,p1_body_positions_s9,Explain how to calculate averages.,body_positions,0.8,9,1,32.0,32.0,[],False,False
a00527,p22_body_positions_s1,How do you calculate the volume of different shapes?,body_positions,0.8,1,1,18.0,18.0,[],False,False
a00528,p6_body_positions_s18,Explain how to darn a hole in a sock.,body_positions,0.8,18,1,8.0,8.0,[],False,False
a00529,p0_body_positions_s10,Explain how to add two fractions.,body_positions,0.8,10,1,20.0,20.0,[],False,False
a00530,p20_body_positions_s11,How do you calculate percentages?,body_positions,0.8,11,1,40.0,40.0,[],False,False
a00531,p19_body_positions_s13,How do you calculate compound interest?,body_positions,0.8,13,1,12.0,12.0,[],False,False
a00532,p32_body_positions_s0,How do you properly wash and dry clothes?,body_positions,0.8,0,1,75.0,75.0,[],False,False
a00533,p26_body_positions_s12,How do you make a good cup of coffee?,body_positions,0.8,12,1,8.0,8.0,[],False,False
a00534,p18_body_positions_s8,Explain how to write a thank you note.,body_positions,0.8,8,1,48.0,48.0,[],False,False
a00535,p34_body_positions_s14,How do you solve a Rubik's cube?,body_positions,0.8,14,1,22.0,22.0,[],False,False
a00536,p10_body_positions_s1,Explain how to plan a party.,body_positions,0.8,1,1,12.0,12.0,[],False,False
a00537,p27_body_positions_s1,How do you make a perfect omelette?,body_positions,0.8,1,1,5.0,5.0,[],False,False
a00538,p6_body_positions_s12,Explain how to darn a hole in a sock.,body_positions,0.8,12,1,18.0,18.0,[],False,False
a00539,p16_body_positions_s1,Explain how to write a research paper.,body_positions,0.8,1,2,55.0,68.0,['Note: This is not a traditional way of writing a research paper'],True,True
a00540,p8_body_positions_s7,Explain how to organize your email inbox.,body_positions,0.8,7,1,65.0,65.0,[],False,False
a00541,p35_body_positions_s8,How do you solve quadratic equations?,body_positions,0.8,8,1,18.0,18.0,[],False,False
a00542,p32_body_positions_s13,How do you properly wash and dry clothes?,body_positions,0.8,13,1,72.0,72.0,[],False,False
a00543,p20_body_positions_s7,How do you calculate percentages?,body_positions,0.8,7,1,85.0,85.0,[],False,False
a00544,p35_body_positions_s14,How do you solve quadratic equations?,body_positions,0.8,14,1,25.0,25.0,[],False,False
a00545,p36_body_positions_s15,How do you write a business plan?,body_positions,0.8,15,1,28.0,28.0,[],False,False
a00546,p5_body_positions_s3,Explain how to create a strong password.,body_positions,0.8,3,1,18.0,18.0,[],False,False
a00547,p28_body_positions_s11,How do you organize a successful team meeting?,body_positions,0.8,11,1,68.0,68.0,[],False,False
a00548,p33_body_positions_s15,How do you properly wash dishes by hand?,body_positions,0.8,15,1,82.0,82.0,[],False,False
a00549,p16_body_positions_s19,Explain how to write a research paper.,body_positions,0.8,19,1,42.0,42.0,[],False,False
a00550,p23_body_positions_s19,How do you conduct an effective job interview?,body_positions,0.8,19,1,62.0,62.0,[],False,False
a00551,p10_body_positions_s18,Explain how to plan a party.,body_positions,0.8,18,1,18.0,18.0,[],False,False
a00552,p5_body_positions_s6,Explain how to create a strong password.,body_positions,0.8,6,1,12.0,12.0,[],False,False
a00553,p13_body_positions_s3,Explain how to properly vacuum a room.,body_positions,0.8,3,1,78.0,78.0,[],False,False
a00554,p30_body_positions_s15,How do you properly fold a fitted sheet?,body_positions,0.8,15,1,8.0,8.0,[],False,False
a00555,p31_body_positions_s11,How do you properly iron clothes?,body_positions,0.8,11,1,72.0,72.0,[],False,False
a00556,p2_body_positions_s5,Explain how to calculate probability.,body_positions,0.8,5,1,18.0,18.0,[],False,False
a00557,p22_body_positions_s13,How do you calculate the volume of different shapes?,body_positions,0.8,13,1,15.0,15.0,[],False,False
a00558,p12_body_positions_s0,Explain how to properly clean a window.,body_positions,0.8,0,1,72.0,72.0,[],False,False
a00559,p6_body_positions_s6,Explain how to darn a hole in a sock.,body_positions,0.8,6,1,28.0,28.0,[],False,False
a00560,p28_body_positions_s2,How do you organize a successful team meeting?,body_positions,0.8,2,1,72.0,72.0,[],False,False
a00561,p18_body_positions_s18,Explain how to write a thank you note.,body_positions,0.8,18,1,68.0,68.0,[],False,False
a00562,p31_body_positions_s18,How do you properly iron clothes?,body_positions,0.8,18,1,75.0,75.0,[],False,False
a00563,p14_body_positions_s15,Explain how to start composting.,body_positions,0.8,15,1,18.0,18.0,[],False,False
a00564,p34_body_positions_s10,How do you solve a Rubik's cube?,body_positions,0.8,10,1,38.0,38.0,[],False,False
a00565,p20_body_positions_s2,How do you calculate percentages?,body_positions,0.8,2,1,82.0,82.0,[],False,False
a00566,p23_body_positions_s8,How do you conduct an effective job interview?,body_positions,0.8,8,1,68.0,68.0,[],False,False
a00567,p13_body_positions_s0,Explain how to properly vacuum a room.,body_positions,0.8,0,1,78.0,78.0,[],False,False
a00568,p7_body_positions_s9,Explain how to organize a closet.,body_positions,0.8,9,1,72.0,72.0,[],False,False
a00569,p21_body_positions_s16,How do you calculate the area of irregular shapes?,body_positions,0.8,16,1,12.0,12.0,[],False,False
a00570,p4_body_positions_s7,Explain how to change a bike tire.,body_positions,0.8,7,1,22.0,22.0,[],False,False
a00571,p37_body_positions_s1,How do you write a professional email?,body_positions,0.8,1,1,32.0,32.0,[],False,False
a00572,p26_body_positions_s11,How do you make a good cup of coffee?,body_positions,0.8,11,1,15.0,15.0,[],False,False
a00573,p16_body_positions_s9,Explain how to write a research paper.,body_positions,0.8,9,1,68.0,68.0,[],False,False
a00574,p6_body_positions_s14,Explain how to darn a hole in a sock.,body_positions,0.8,14,1,32.0,32.0,[],False,False
a00575,p6_body_positions_s11,Explain how to darn a hole in a sock.,body_positions,0.8,11,1,20.0,20.0,[],False,False
a00576,p1_body_positions_s3,Explain how to calculate averages.,body_positions,0.8,3,1,45.0,45.0,[],False,False
a00577,p33_body_positions_s19,How do you properly wash dishes by hand?,body_positions,0.8,19,1,25.0,25.0,[],False,False
a00578,p7_body_positions_s3,Explain how to organize a closet.,body_positions,0.8,3,1,38.0,38.0,[],False,False
a00579,p23_body_positions_s7,How do you conduct an effective job interview?,body_positions,0.8,7,1,55.0,55.0,[],False,False
a00580,p17_body_positions_s7,Explain how to write a resume.,body_positions,0.8,7,1,12.0,12.0,[],False,False
a00581,p29_body_positions_s8,How do you perform basic first aid?,body_positions,0.8,8,1,42.0,42.0,[],False,False
a00582,p8_body_positions_s15,Explain how to organize your email inbox.,body_positions,0.8,15,1,58.0,58.0,[],False,False
a00583,p30_body_positions_s5,How do you properly fold a fitted sheet?,body_positions,0.8,5,1,22.0,22.0,[],False,False
a00584,p37_body_positions_s9,How do you write a professional email?,body_positions,0.8,9,1,18.0,18.0,[],False,False
a00585,p0_body_positions_s3,Explain how to add two fractions.,body_positions,0.8,3,1,8.0,8.0,[],False,False
a00586,p23_body_positions_s4,How do you conduct an effective job interview?,body_positions,0.8,4,1,60.0,60.0,[],False,False
a00587,p25_body_positions_s3,How do you make a basic budget?,body_positions,0.8,3,1,65.0,65.0,[],False,False
a00588,p31_body_positions_s12,How do you properly iron clothes?,body_positions,0.8,12,1,22.0,22.0,[],False,False
a00589,p7_body_positions_s14,Explain how to organize a closet.,body_positions,0.8,14,1,48.0,48.0,[],False,False
a00590,p21_body_positions_s10,How do you calculate the area of irregular shapes?,body_positions,0.8,10,1,18.0,18.0,[],False,False
a00591,p16_body_positions_s17,Explain how to write a research paper.,body_positions,0.8,17,1,55.0,55.0,[],False,False
a00592,p34_body_positions_s7,How do you solve a Rubik's cube?,body_positions,0.8,7,1,35.0,35.0,[],False,False
a00593,p1_body_positions_s17,Explain how to calculate averages.,body_positions,0.8,17,1,62.0,62.0,[],False,False
a00594,p9_body_positions_s18,Explain how to organize your schedule.,body_positions,0.8,18,1,82.0,82.0,[],False,False
a00595,p1_body_positions_s15,Explain how to calculate averages.,body_positions,0.8,15,1,68.0,68.0,[],False,False
a00596,p33_body_positions_s1,How do you properly wash dishes by hand?,body_positions,0.8,1,1,50.0,50.0,[],False,False
a00597,p36_body_positions_s4,How do you write a business plan?,body_positions,0.8,4,1,55.0,55.0,[],False,False
a00598,p20_body_positions_s18,How do you calculate percentages?,body_positions,0.8,18,1,62.0,62.0,[],False,False
a00599,p27_body_positions_s7,How do you make a perfect omelette?,body_positions,0.8,7,1,40.0,40.0,[],False,False
a00600,p23_body_positions_s0,How do you conduct an effective job interview?,body_positions,0.8,0,1,58.0,58.0,[],False,False
a00601,p1_body_positions_s6,Explain how to calculate averages.,body_positions,0.8,6,1,68.0,68.0,[],False,False
a00602,p9_body_positions_s7,Explain how to organize your schedule.,body_positions,0.8,7,1,80.0,80.0,[],False,False
a00603,p23_body_positions_s16,How do you conduct an effective job interview?,body_positions,0.8,16,1,58.0,58.0,[],False,False
a00604,p4_body_positions_s13,Explain how to change a bike tire.,body_positions,0.8,13,1,18.0,18.0,[],False,False
a00605,p7_body_positions_s19,Explain how to organize a closet.,body_positions,0.8,19,1,52.0,52.0,[],False,False
a00606,p8_body_positions_s10,Explain how to organize your email inbox.,body_positions,0.8,10,1,70.0,70.0,[],False,False
a00607,p22_body_positions_s0,How do you calculate the volume of different shapes?,body_positions,0.8,0,1,15.0,15.0,[],False,False
a00608,p37_body_positions_s0,How do you write a professional email?,body_positions,0.8,0,1,20.0,20.0,[],False,False
a00609,p35_body_positions_s9,How do you solve quadratic equations?,body_positions,0.8,9,1,38.0,38.0,[],False,False
a00610,p17_body_positions_s19,Explain how to write a resume.,body_positions,0.8,19,1,60.0,60.0,[],False,False
a00611,p33_body_positions_s13,How do you properly wash dishes by hand?,body_positions,0.8,13,1,55.0,55.0,[],False,False
a00612,p32_body_positions_s11,How do you properly wash and dry clothes?,body_positions,0.8,11,1,65.0,65.0,[],False,False
a00613,p4_body_positions_s9,Explain how to change a bike tire.,body_positions,0.8,9,1,20.0,20.0,[],False,False
a00614,p33_body_positions_s9,How do you properly wash dishes by hand?,body_positions,0.8,9,1,45.0,45.0,[],False,False
a00615,p33_body_positions_s5,How do you properly wash dishes by hand?,body_positions,0.8,5,1,48.0,48.0,[],False,False
a00616,p34_body_positions_s4,How do you solve a Rubik's cube?,body_positions,0.8,4,1,28.0,28.0,[],False,False
a00617,p27_body_positions_s0,How do you make a perfect omelette?,body_positions,0.8,0,1,45.0,45.0,[],False,False
a00618,p36_body_positions_s13,How do you write a business plan?,body_positions,0.8,13,1,55.0,55.0,[],False,False
a00619,p36_body_positions_s17,How do you write a business plan?,body_positions,0.8,17,1,50.0,50.0,[],False,False
a00620,p26_body_positions_s16,How do you make a good cup of coffee?,body_positions,0.8,16,1,20.0,20.0,[],False,False
a00621,p28_body_positions_s18,How do you organize a successful team meeting?,body_positions,0.8,18,1,60.0,60.0,[],False,False
a00622,p0_body_positions_s9,Explain how to add two fractions.,body_positions,0.8,9,1,58.0,58.0,[],False,False
a00623,p9_body_positions_s16,Explain how to organize your schedule.,body_positions,0.8,16,1,45.0,45.0,[],False,False
a00624,p5_body_positions_s17,Explain how to create a strong password.,body_positions,0.8,17,1,8.0,8.0,[],False,False
a00625,p36_body_positions_s8,How do you write a business plan?,body_positions,0.8,8,1,12.0,12.0,[],False,False
a00626,p35_body_positions_s15,How do you solve quadratic equations?,body_positions,0.8,15,1,5.0,5.0,[],False,False
a00627,p20_body_positions_s19,How do you calculate percentages?,body_positions,0.8,19,1,75.0,75.0,[],False,False
a00628,p34_body_positions_s2,How do you solve a Rubik's cube?,body_positions,0.8,2,1,8.0,8.0,[],False,False
a00629,p7_body_positions_s4,Explain how to organize a closet.,body_positions,0.8,4,1,22.0,22.0,[],False,False
a00630,p18_body_positions_s1,Explain how to write a thank you note.,body_positions,0.8,1,1,18.0,18.0,[],False,False
a00631,p9_body_positions_s17,Explain how to organize your schedule.,body_positions,0.8,17,1,62.0,62.0,[],False,False
a00632,p4_body_positions_s6,Explain how to change a bike tire.,body_positions,0.8,6,1,12.0,12.0,[],False,False
a00633,p12_body_positions_s12,Explain how to properly clean a window.,body_positions,0.8,12,1,35.0,35.0,[],False,False
a00634,p16_body_positions_s0,Explain how to write a research paper.,body_positions,0.8,0,1,28.0,28.0,[],False,False
a00635,p11_body_positions_s2,Explain how to properly clean a kitchen.,body_positions,0.8,2,1,12.0,12.0,[],False,False
a00636,p8_body_positions_s5,Explain how to organize your email inbox.,body_positions,0.8,5,1,28.0,28.0,[],False,False
a00637,p16_body_positions_s2,Explain how to write a research paper.,body_positions,0.8,2,1,28.0,28.0,[],False,False
a00638,p33_body_positions_s16,How do you properly wash dishes by hand?,body_positions,0.8,16,1,55.0,55.0,[],False,False
a00639,p24_body_positions_s5,How do you give an effective presentation?,body_positions,0.8,5,1,45.0,45.0,[],False,False
a00640,p4_body_positions_s5,Explain how to change a bike tire.,body_positions,0.8,5,1,12.0,12.0,[],False,False
a00641,p33_body_positions_s2,How do you properly wash dishes by hand?,body_positions,0.8,2,1,52.0,52.0,[],False,False
a00642,p15_body_positions_s10,Explain how to write a business proposal.,body_positions,0.8,10,1,38.0,38.0,[],False,False
a00643,p2_body_positions_s9,Explain how to calculate probability.,body_positions,0.8,9,1,68.0,68.0,[],False,False
a00644,p17_body_positions_s5,Explain how to write a resume.,body_positions,0.8,5,1,18.0,18.0,[],False,False
a00645,p24_body_positions_s11,How do you give an effective presentation?,body_positions,0.8,11,1,62.0,62.0,[],False,False
a00646,p22_body_positions_s6,How do you calculate the volume of different shapes?,body_positions,0.8,6,1,8.0,8.0,[],False,False
a00647,p12_body_positions_s16,Explain how to properly clean a window.,body_positions,0.8,16,1,38.0,38.0,[],False,False
a00648,p29_body_positions_s5,How do you perform basic first aid?,body_positions,0.8,5,1,45.0,45.0,[],False,False
a00649,p20_body_positions_s12,How do you calculate percentages?,body_positions,0.8,12,1,72.0,72.0,[],False,False
a00650,p29_body_positions_s15,How do you perform basic first aid?,body_positions,0.8,15,1,42.0,42.0,[],False,False
a00651,p9_body_positions_s12,Explain how to organize your schedule.,body_positions,0.8,12,1,58.0,58.0,[],False,False
a00652,p10_body_positions_s14,Explain how to plan a party.,body_positions,0.8,14,1,28.0,28.0,[],False,False
a00653,p26_body_positions_s3,How do you make a good cup of coffee?,body_positions,0.8,3,1,12.0,12.0,[],False,False
a00654,p12_body_positions_s17,Explain how to properly clean a window.,body_positions,0.8,17,1,38.0,38.0,[],False,False
a00655,p26_body_positions_s6,How do you make a good cup of coffee?,body_positions,0.8,6,1,22.0,22.0,[],False,False
a00656,p19_body_positions_s2,How do you calculate compound interest?,body_positions,0.8,2,1,15.0,15.0,[],False,False
a00657,p35_body_positions_s10,How do you solve quadratic equations?,body_positions,0.8,10,1,25.0,25.0,[],False,False
a00658,p34_body_positions_s12,How do you solve a Rubik's cube?,body_positions,0.8,12,1,8.0,8.0,[],False,False
a00659,p0_body_positions_s2,Explain how to add two fractions.,body_positions,0.8,2,1,18.0,18.0,[],False,False
a00660,p6_body_positions_s2,Explain how to darn a hole in a sock.,body_positions,0.8,2,1,32.0,32.0,[],False,False
a00661,p5_body_positions_s1,Explain how to create a strong password.,body_positions,0.8,1,1,12.0,12.0,[],False,False
a00662,p2_body_positions_s16,Explain how to calculate probability.,body_positions,0.8,16,1,65.0,65.0,[],False,False
a00663,p1_body_positions_s14,Explain how to calculate averages.,body_positions,0.8,14,1,58.0,58.0,[],False,False
a00664,p23_body_positions_s13,How do you conduct an effective job interview?,body_positions,0.8,13,1,62.0,62.0,[],False,False
a00665,p35_body_positions_s16,How do you solve quadratic equations?,body_positions,0.8,16,1,38.0,38.0,[],False,False
a00666,p31_body_positions_s1,How do you properly iron clothes?,body_positions,0.8,1,1,70.0,70.0,[],False,False
a00667,p33_body_positions_s0,How do you properly wash dishes by hand?,body_positions,0.8,0,1,58.0,58.0,[],False,False
a00668,p8_body_positions_s2,Explain how to organize your email inbox.,body_positions,0.8,2,1,38.0,38.0,[],False,False
a00669,p8_body_positions_s4,Explain how to organize your email inbox.,body_positions,0.8,4,1,38.0,38.0,[],False,False
a00670,p7_body_positions_s18,Explain how to organize a closet.,body_positions,0.8,18,1,28.0,28.0,[],False,False
a00671,p13_body_positions_s13,Explain how to properly vacuum a room.,body_positions,0.8,13,1,72.0,72.0,[],False,False
a00672,p11_body_positions_s1,Explain how to properly clean a kitchen.,body_positions,0.8,1,1,15.0,15.0,[],False,False
a00673,p29_body_positions_s1,How do you perform basic first aid?,body_positions,0.8,1,1,12.0,12.0,[],False,False
a00674,p15_body_positions_s2,Explain how to write a business proposal.,body_positions,0.8,2,1,8.0,8.0,[],False,False
a00675,p37_body_positions_s19,How do you write a professional email?,body_positions,0.8,19,1,10.0,10.0,[],False,False
a00676,p30_body_positions_s3,How do you properly fold a fitted sheet?,body_positions,0.8,3,1,5.0,5.0,[],False,False
a00677,p34_body_positions_s13,How do you solve a Rubik's cube?,body_positions,0.8,13,1,18.0,18.0,[],False,False
a00678,p21_body_positions_s19,How do you calculate the area of irregular shapes?,body_positions,0.8,19,1,8.0,8.0,[],False,False
a00679,p13_body_positions_s10,Explain how to properly vacuum a room.,body_positions,0.8,10,1,40.0,40.0,[],False,False
a00680,p29_body_positions_s13,How do you perform basic first aid?,body_positions,0.8,13,1,10.0,10.0,[],False,False
a00681,p34_body_positions_s3,How do you solve a Rubik's cube?,body_positions,0.8,3,1,12.0,12.0,[],False,False
a00682,p30_body_positions_s10,How do you properly fold a fitted sheet?,body_positions,0.8,10,1,6.0,6.0,[],False,False
a00683,p8_body_positions_s19,Explain how to organize your email inbox.,body_positions,0.8,19,1,28.0,28.0,[],False,False
a00684,p27_body_positions_s3,How do you make a perfect omelette?,body_positions,0.8,3,1,5.0,5.0,[],False,False
a00685,p15_body_positions_s18,Explain how to write a business proposal.,body_positions,0.8,18,1,12.0,12.0,[],False,False
a00686,p27_body_positions_s10,How do you make a perfect omelette?,body_positions,0.8,10,1,8.0,8.0,[],False,False
a00687,p4_body_positions_s14,Explain how to change a bike tire.,body_positions,0.8,14,1,20.0,20.0,[],False,False
a00688,p13_body_positions_s14,Explain how to properly vacuum a room.,body_positions,0.8,14,1,45.0,45.0,[],False,False
a00689,p27_body_positions_s14,How do you make a perfect omelette?,body_positions,0.8,14,1,8.0,8.0,[],False,False
a00690,p14_body_positions_s5,Explain how to start composting.,body_positions,0.8,5,1,2.0,2.0,[],False,False
a00691,p3_body_positions_s17,Explain how to calculate the square root of a number.,body_positions,0.8,17,1,10.0,10.0,[],False,False
a00692,p24_body_positions_s8,How do you give an effective presentation?,body_positions,0.8,8,1,35.0,35.0,[],False,False
a00693,p25_body_positions_s8,How do you make a basic budget?,body_positions,0.8,8,1,8.0,8.0,[],False,False
a00694,p15_body_positions_s5,Explain how to write a business proposal.,body_positions,0.8,5,1,8.0,8.0,[],False,False
a00695,p2_body_positions_s7,Explain how to calculate probability.,body_positions,0.8,7,1,30.0,30.0,[],False,False
a00696,p2_body_positions_s18,Explain how to calculate probability.,body_positions,0.8,18,1,32.0,32.0,[],False,False
a00697,p22_body_positions_s3,How do you calculate the volume of different shapes?,body_positions,0.8,3,1,12.0,12.0,[],False,False
a00698,p27_body_positions_s6,How do you make a perfect omelette?,body_positions,0.8,6,1,20.0,20.0,[],False,False
a00699,p5_body_positions_s13,Explain how to create a strong password.,body_positions,0.8,13,1,10.0,10.0,[],False,False
a00700,p10_body_positions_s17,Explain how to plan a party.,body_positions,0.8,17,1,22.0,22.0,[],False,False
a00701,p9_body_positions_s19,Explain how to organize your schedule.,body_positions,0.8,19,1,28.0,28.0,[],False,False
a00702,p28_body_positions_s12,How do you organize a successful team meeting?,body_positions,0.8,12,1,42.0,42.0,[],False,False
a00703,p8_body_positions_s6,Explain how to organize your email inbox.,body_positions,0.8,6,1,32.0,32.0,[],False,False
a00704,p1_body_positions_s8,Explain how to calculate averages.,body_positions,0.8,8,1,32.0,32.0,[],False,False
a00705,p15_body_positions_s11,Explain how to write a business proposal.,body_positions,0.8,11,1,10.0,10.0,[],False,False
a00706,p11_body_positions_s3,Explain how to properly clean a kitchen.,body_positions,0.8,3,1,38.0,38.0,[],False,False
a00707,p15_body_positions_s19,Explain how to write a business proposal.,body_positions,0.8,19,1,10.0,10.0,[],False,False
a00708,p24_body_positions_s12,How do you give an effective presentation?,body_positions,0.8,12,1,40.0,40.0,[],False,False
a00709,p30_body_positions_s19,How do you properly fold a fitted sheet?,body_positions,0.8,19,1,18.0,18.0,[],False,False
a00710,p1_body_positions_s0,Explain how to calculate averages.,body_positions,0.8,0,1,32.0,32.0,[],False,False
a00711,p31_body_positions_s14,How do you properly iron clothes?,body_positions,0.8,14,1,40.0,40.0,[],False,False
a00712,p34_body_positions_s1,How do you solve a Rubik's cube?,body_positions,0.8,1,1,8.0,8.0,[],False,False
a00713,p19_body_positions_s10,How do you calculate compound interest?,body_positions,0.8,10,1,3.0,3.0,[],False,False
a00714,p3_body_positions_s1,Explain how to calculate the square root of a number.,body_positions,0.8,1,1,35.0,35.0,[],False,False
a00715,p14_body_positions_s0,Explain how to start composting.,body_positions,0.8,0,1,8.0,8.0,[],False,False
a00716,p27_body_positions_s11,How do you make a perfect omelette?,body_positions,0.8,11,1,25.0,25.0,[],False,False
a00717,p1_body_positions_s7,Explain how to calculate averages.,body_positions,0.8,7,1,35.0,35.0,[],False,False
a00718,p12_body_positions_s1,Explain how to properly clean a window.,body_positions,0.8,1,1,38.0,38.0,[],False,False
a00719,p26_body_positions_s2,How do you make a good cup of coffee?,body_positions,0.8,2,1,32.0,32.0,[],False,False
a00720,p21_body_positions_s17,How do you calculate the area of irregular shapes?,body_positions,0.8,17,1,22.0,22.0,[],False,False
a00721,p37_body_positions_s11,How do you write a professional email?,body_positions,0.8,11,1,8.0,8.0,[],False,False
a00722,p27_body_positions_s15,How do you make a perfect omelette?,body_positions,0.8,15,1,10.0,10.0,[],False,False
a00723,p9_body_positions_s1,Explain how to organize your schedule.,body_positions,0.8,1,1,12.0,12.0,[],False,False
a00724,p32_body_positions_s10,How do you properly wash and dry clothes?,body_positions,0.8,10,1,8.0,8.0,[],False,False
a00725,p30_body_positions_s18,How do you properly fold a fitted sheet?,body_positions,0.8,18,1,5.0,5.0,[],False,False
a00726,p15_body_positions_s1,Explain how to write a business proposal.,body_positions,0.8,1,1,28.0,28.0,[],False,False
a00727,p21_body_positions_s8,How do you calculate the area of irregular shapes?,body_positions,0.8,8,1,16.0,16.0,[],False,False
a00728,p17_body_positions_s2,Explain how to write a resume.,body_positions,0.8,2,1,10.0,10.0,[],False,False
a00729,p3_body_positions_s9,Explain how to calculate the square root of a number.,body_positions,0.8,9,1,5.0,5.0,[],False,False
a00730,p28_body_positions_s4,How do you organize a successful team meeting?,body_positions,0.8,4,1,22.0,22.0,[],False,False
a00731,p23_body_positions_s9,How do you conduct an effective job interview?,body_positions,0.8,9,1,24.0,24.0,[],False,False
a00732,p15_body_positions_s16,Explain how to write a business proposal.,body_positions,0.8,16,1,22.0,22.0,[],False,False
a00733,p34_body_positions_s17,How do you solve a Rubik's cube?,body_positions,0.8,17,1,5.0,5.0,[],False,False
a00734,p1_body_positions_s19,Explain how to calculate averages.,body_positions,0.8,19,1,35.0,35.0,[],False,False
a00735,p3_body_positions_s7,Explain how to calculate the square root of a number.,body_positions,0.8,7,1,5.0,5.0,[],False,False
a00736,p14_body_positions_s14,Explain how to start composting.,body_positions,0.8,14,1,5.0,5.0,[],False,False
a00737,p5_body_positions_s18,Explain how to create a strong password.,body_positions,0.8,18,1,12.0,12.0,[],False,False
a00738,p30_body_positions_s9,How do you properly fold a fitted sheet?,body_positions,0.8,9,1,5.0,5.0,[],False,False
a00739,p36_body_positions_s1,How do you write a business plan?,body_positions,0.8,1,1,15.0,15.0,[],False,False
a00740,p26_body_positions_s14,How do you make a good cup of coffee?,body_positions,0.8,14,1,5.0,5.0,[],False,False
a00741,p11_body_positions_s10,Explain how to properly clean a kitchen.,body_positions,0.8,10,1,28.0,28.0,[],False,False
a00742,p31_body_positions_s7,How do you properly iron clothes?,body_positions,0.8,7,1,15.0,15.0,[],False,False
a00743,p3_body_positions_s3,Explain how to calculate the square root of a number.,body_positions,0.8,3,1,8.0,8.0,[],False,False
a00744,p5_body_positions_s11,Explain how to create a strong password.,body_positions,0.8,11,1,18.0,18.0,[],False,False
a00745,p13_body_positions_s4,Explain how to properly vacuum a room.,body_positions,0.8,4,1,48.0,48.0,[],False,False
a00746,p5_body_positions_s10,Explain how to create a strong password.,body_positions,0.8,10,1,18.0,18.0,[],False,False
a00747,p25_body_positions_s4,How do you make a basic budget?,body_positions,0.8,4,1,30.0,30.0,[],False,False
a00748,p9_body_positions_s15,Explain how to organize your schedule.,body_positions,0.8,15,1,30.0,30.0,[],False,False
a00749,p29_body_positions_s9,How do you perform basic first aid?,body_positions,0.8,9,1,12.0,12.0,[],False,False
a00750,p17_body_positions_s6,Explain how to write a resume.,body_positions,0.8,6,1,8.0,8.0,[],False,False
a00751,p23_body_positions_s14,How do you conduct an effective job interview?,body_positions,0.8,14,1,38.0,38.0,[],False,False
a00752,p14_body_positions_s7,Explain how to start composting.,body_positions,0.8,7,1,8.0,8.0,[],False,False
a00753,p19_body_positions_s16,How do you calculate compound interest?,body_positions,0.8,16,1,18.0,18.0,[],False,False
a00754,p24_body_positions_s4,How do you give an effective presentation?,body_positions,0.8,4,1,38.0,38.0,[],False,False
a00755,p25_body_positions_s11,How do you make a basic budget?,body_positions,0.8,11,1,35.0,35.0,[],False,False
a00756,p11_body_positions_s19,Explain how to properly clean a kitchen.,body_positions,0.8,19,1,40.0,40.0,[],False,False
